# wavelengths_cm Transit_radius_cm depth_ppm
5.678975509831529024e-05 5.878255438669319153e+08 2.900474414418340530e+01
5.736109122664875495e-05 5.878060187093544006e+08 2.866986663386069267e+01
5.793817531024228864e-05 5.877864922882720232e+08 2.833497857759065752e+01
5.852106517668301792e-05 5.877669777486302853e+08 2.800030540880516128e+01
5.910981923533519536e-05 5.877472668487255573e+08 2.766227595306389020e+01
5.970449648319332587e-05 5.877276249895817041e+08 2.732544177926135021e+01
6.030515651079422626e-05 5.877079798900227547e+08 2.698856329584840452e+01
6.091185950818825520e-05 5.876882735253142118e+08 2.665064553744532461e+01
6.152466627097058082e-05 5.876683824910889864e+08 2.630957262225420124e+01
6.214363820637348206e-05 5.876485429393486977e+08 2.596939398017815392e+01
6.276883733941989406e-05 5.876288384401413202e+08 2.563154238232841919e+01
6.340032631913837340e-05 5.876087451412671804e+08 2.528703612606152973e+01
6.403816842484107597e-05 5.875887855907230377e+08 2.494483469200012848e+01
6.468242757246505216e-05 5.875687991335351467e+08 2.460218359776452957e+01
6.533316832097654781e-05 5.875499298684580326e+08 2.427869652419924051e+01
6.599045587884045207e-05 5.875298687849920988e+08 2.393478879029252582e+01
6.665435611055486528e-05 5.875085396046305895e+08 2.356915491394845219e+01
6.732493554325070530e-05 5.874882845292102098e+08 2.322194608913609670e+01
6.800226137335835827e-05 5.874680828047908545e+08 2.287566372089727196e+01
6.868640147334142791e-05 5.874477610036100149e+08 2.252733510354293855e+01
6.937742439849752917e-05 5.874275207911974192e+08 2.218041694683451226e+01
7.007539939382828110e-05 5.874071065578186512e+08 2.183052817058150197e+01
7.078039640097813295e-05 5.873905969878115654e+08 2.154757207865203128e+01
7.149248606524298587e-05 5.873778383590902090e+08 2.132890849267327482e+01
7.221173974264900311e-05 5.873488168734371662e+08 2.083154184212318683e+01
7.293822950710315367e-05 5.873256087853528261e+08 2.043382216768942072e+01
7.367202815761576069e-05 5.873049348076205254e+08 2.007954306900743546e+01
7.441320922559495940e-05 5.872844631271979809e+08 1.972874292154315512e+01
7.516184698221517902e-05 5.872639267579580545e+08 1.937684656069183831e+01
7.591801644585994679e-05 5.872434525169955492e+08 1.902602703470455481e+01
7.668179338963868866e-05 5.872228282991274595e+08 1.867265006856214882e+01
7.745325434897987150e-05 5.872024372526255846e+08 1.832328048016591637e+01
7.823247662930074412e-05 5.872191817967184782e+08 1.861017190151317635e+01
7.901953831375320284e-05 5.871892050925914049e+08 1.809657402090952871e+01
7.981451827104854633e-05 5.871426154086558819e+08 1.729839411429620455e+01
8.061749616336090290e-05 5.871205158419878483e+08 1.691980390289561598e+01
8.142855245430941145e-05 5.871002508934998512e+08 1.657265527068469524e+01
8.224776841702128400e-05 5.870805190118883848e+08 1.623464985250008752e+01
8.307522614227641369e-05 5.870616752482248545e+08 1.591186842239054933e+01
8.391100854673272879e-05 5.870401518780721426e+08 1.554319974917539326e+01
8.475519938123526062e-05 5.870194648680506945e+08 1.518886962819897590e+01
8.560788323920873579e-05 5.869996846815737486e+08 1.485008339058550320e+01
8.646914556513422107e-05 5.869824378789613247e+08 1.455469714157316474e+01
8.733907266311093250e-05 5.870738776520853043e+08 1.612088649120403616e+01
8.821775170550482119e-05 5.869437776799403429e+08 1.389259486055382453e+01
8.910527074168394959e-05 5.869211523833380938e+08 1.350512974616557038e+01
9.000171870684110537e-05 5.869020127402849197e+08 1.317736917517898831e+01
9.090718543090599746e-05 5.868958417551257610e+08 1.307169520826329467e+01
9.182176164754698013e-05 5.868950543072363138e+08 1.305821077315723144e+01
9.274553900326273871e-05 5.868934585371196270e+08 1.303088450156250744e+01
9.367861006656603767e-05 5.868576520269618034e+08 1.241774653574622178e+01
9.462106833725999176e-05 5.868181027399421930e+08 1.174056206652678824e+01
9.557300825580683317e-05 5.867915286377269030e+08 1.128557142542036829e+01
9.653452521279174965e-05 5.867753386672114134e+08 1.100838363591737235e+01
9.750571555848176655e-05 5.867594720978413820e+08 1.073674020380040339e+01
9.848667661248037739e-05 5.867456870126483440e+08 1.050073876258453254e+01
9.947750667347967138e-05 5.867300843525511026e+08 1.023362702517451694e+01
1.004783050291107709e-04 5.867044896761128902e+08 9.795471067494078810e+00
1.014891719658928774e-04 5.866965104711997509e+08 9.658878751177432775e+00
1.025102087792825240e-04 5.866719260065809488e+08 9.238040357721207130e+00
1.035415177838240939e-04 5.868839225522583723e+08 1.286759002809939112e+01
1.045832023234028889e-04 5.868977309739986658e+08 1.310404669174154613e+01
1.056353667816000471e-04 5.869683485791728497e+08 1.431339593216832640e+01
1.066981165921528844e-04 5.868751450670973063e+08 1.271728646997273771e+01
1.077715582495204311e-04 5.866571139897928238e+08 8.984495846843216782e+00
1.088557993195540683e-04 5.866088472511328459e+08 8.158334972747898206e+00
1.099509484502767204e-04 5.865986760922613144e+08 7.984248320100420848e+00
1.110571153827704402e-04 5.866514197744292021e+08 8.887026890541614321e+00
1.121744109621725230e-04 5.866115787713279724e+08 8.205087407066550043e+00
1.133029471487832118e-04 5.867430566856836081e+08 1.045570804551347521e+01
1.144428370292851978e-04 5.865411120906425714e+08 6.999056179112046472e+00
1.155941948280749969e-04 5.865825838148845434e+08 7.708823658655989064e+00
1.167571359187092916e-04 5.864946797663130760e+08 6.204450096212376309e+00
1.179317768354664302e-04 5.864889993812688589e+08 6.107244796832499212e+00
1.191182352850232967e-04 5.864692993861914873e+08 5.770136930050379753e+00
1.203166301582505638e-04 5.873362467584681511e+08 2.061612438550983484e+01
1.215270815421265975e-04 5.875219569748952389e+08 2.379915962978173383e+01
1.227497107317707321e-04 5.874773308154290915e+08 2.303418450376483406e+01
1.239846402425976238e-04 5.868495098168368340e+08 1.227832744115076480e+01
1.252319938225942685e-04 5.865222569771556854e+08 6.676377090529799219e+00
1.264918964647207403e-04 5.868249023352128267e+08 1.185698519769306714e+01
1.277644744194345017e-04 5.864285745891404152e+08 5.073286896556307823e+00
1.290498552073420944e-04 5.871909435898511410e+08 1.812635938474022623e+01
1.303481676319776818e-04 5.865909636603462696e+08 7.852246548558031947e+00
1.316595417927094456e-04 5.874317008696292639e+08 2.225206270093750760e+01
1.329841090977765478e-04 5.867229351234289408e+08 1.011123725477516544e+01
1.343220022774576879e-04 5.872380763979265690e+08 1.893391099309489789e+01
1.356733553973706312e-04 5.865858728663752079e+08 7.765116250805437659e+00
1.370383038719069375e-04 5.866435111209694147e+08 8.751654549955649287e+00
1.384169844778016726e-04 5.864954705593467951e+08 6.217982576329262656e+00
1.398095353678386460e-04 5.863378053297871351e+08 3.520290326166408690e+00
1.412160960846944792e-04 5.863190650374630690e+08 3.199687378611351107e+00
1.426368075749220225e-04 5.870859491061500311e+08 1.632766576260089053e+01
1.440718122030740396e-04 5.883939341752710342e+08 3.875812602074393709e+01
1.455212537659684080e-04 5.874422473293761015e+08 2.243282929308266915e+01
1.469852775070980061e-04 5.865755494537448883e+08 7.588430609381886960e+00
1.484640301311855853e-04 5.864868739909790754e+08 6.070874405923796679e+00
1.499576598188834102e-04 5.871890115406544209e+08 1.809325793551112582e+01
1.514663162416225999e-04 5.865953038868784904e+08 7.926531281397816819e+00
1.529901505766114930e-04 5.878050063978223801e+08 2.865250470261554128e+01
1.545293155219835783e-04 5.874267946611077785e+08 2.216797126634237358e+01
1.560839653120996802e-04 5.869450572509475946e+08 1.391450835109370487e+01
1.576542557330033148e-04 5.884113756383934021e+08 3.905756458433405953e+01
1.592403441380307893e-04 5.873996188011529446e+08 2.170219517141362786e+01
1.608423894635792686e-04 5.883737184471799135e+08 3.841106942152195103e+01
1.624605522450340580e-04 5.874627545795085430e+08 2.278433337995705799e+01
1.640949946328538805e-04 5.876186780988382101e+08 2.545733849720505759e+01
1.657458804088202760e-04 5.875664034803866148e+08 2.456111291021550969e+01
1.674133750024500093e-04 5.869539518912270069e+08 1.406683620460439954e+01
1.690976455075709768e-04 5.863672024676409960e+08 4.023227834822121096e+00
1.707988606990669498e-04 5.863353428295568228e+08 3.478162072376482783e+00
1.725171910497899088e-04 5.862842919001067877e+08 2.604826776076923700e+00
1.742528087476425704e-04 5.862159829778980017e+08 1.436375563314955528e+00
1.760058877128318924e-04 5.866569501627188921e+08 8.981691574761073937e+00
1.777766036152977870e-04 5.864006865608155727e+08 4.596117259583319736e+00
1.795651338923168769e-04 5.865407837738475800e+08 6.993437404267018209e+00
1.813716577662815958e-04 5.863604099963338375e+08 3.907017390692351988e+00
1.831963562626600782e-04 5.862152746410838366e+08 1.424259894319820141e+00
1.850394122281366779e-04 5.862054461344436407e+08 1.256150796208989284e+00
1.869010103489332768e-04 5.870151341633725166e+08 1.511469426826366558e+01
1.887813371693165354e-04 5.878575008301589489e+08 2.955286453079726527e+01
1.906805811102916246e-04 5.873068995991448164e+08 2.011321213319515877e+01
1.925989324884816553e-04 5.870707611158998013e+08 1.606750213979466579e+01
1.945365835351997163e-04 5.885394401662352085e+08 4.125647412895760624e+01
1.964937284157120836e-04 5.890429494660334587e+08 4.990653166395057383e+01
1.984705632486936054e-04 5.878347045592380762e+08 2.916186373071768756e+01
2.004672861258807097e-04 5.892287647509992123e+08 5.310062119432659244e+01
2.024840971319218986e-04 5.888167895099407434e+08 4.602029284250683361e+01
2.045211983644271137e-04 5.883801597924156189e+08 3.852165090513557288e+01
2.065787939542189518e-04 5.889523721363269091e+08 4.834990926182467774e+01
2.086570900857881179e-04 5.884150548326610327e+08 3.912073086869486360e+01
2.107562950179551196e-04 5.877705922550100088e+08 2.806229313510164403e+01
2.128766191047380696e-04 5.870219932948658466e+08 1.523217622117495296e+01
2.150182748164319337e-04 5.865503873274257183e+08 7.157792785217845122e+00
2.171814767609003371e-04 5.871170088099155426e+08 1.685972584433191557e+01
2.193664417050791154e-04 5.868385703909121752e+08 1.209101465519749397e+01
2.215733885966984947e-04 5.863090743018218279e+08 3.028773245472746289e+00
2.238025385862239824e-04 5.862659118475079536e+08 2.290415296853237415e+00
2.260541150490153731e-04 5.865115815929106474e+08 6.493687310169761417e+00
2.283283436077113214e-04 5.863970484987806082e+08 4.533870977534528279e+00
2.306254521548388881e-04 5.862067426237548590e+08 1.278326094114903277e+00
2.329456708756484098e-04 5.861614977669395208e+08 5.044820213891689775e-01
2.352892322711802521e-04 5.861549396009337902e+08 3.923195790361981850e-01
2.376563711815636647e-04 5.861527630074019432e+08 3.550941981392972124e-01
2.400473248095479246e-04 5.861518529812597036e+08 3.395304375740009206e-01
2.424623327442721691e-04 5.861502366181259155e+08 3.118865783271909109e-01
2.449016369852743740e-04 5.861497901437561512e+08 3.042507614373857194e-01
2.473654819667408101e-04 5.866009382357358932e+08 8.022966261238185126e+00
2.498541145819994707e-04 5.871471919069684744e+08 1.737679641285769350e+01
2.523677842082608608e-04 5.869538279839833975e+08 1.406471417775633093e+01
2.549067427316076100e-04 5.865853273292877674e+08 7.755779282785630890e+00
2.574712445722342116e-04 5.868868833583507538e+08 1.291829067104094975e+01
2.600615467099422532e-04 5.873644705719486475e+08 2.109980994851816760e+01
2.626779087098917364e-04 5.875735614546304941e+08 2.468382855259415365e+01
2.653205927486100026e-04 5.878410729190325737e+08 2.927109207733282403e+01
2.679898636402643910e-04 5.898228786178197861e+08 6.331995804140189676e+01
2.706859888631987917e-04 5.897967377614518404e+08 6.287009326054580782e+01
2.734092385867356654e-04 5.889913976867240667e+08 4.902055596477291743e+01
2.761598856982491138e-04 5.898568086034451723e+08 6.390389770392503976e+01
2.789382058305104641e-04 5.897010388741484880e+08 6.122335637943263720e+01
2.817444773893080481e-04 5.890910698134324551e+08 5.073360429210050171e+01
2.845789815813451343e-04 5.884717457666105032e+08 4.009407967655138094e+01
2.874420024424190461e-04 5.878985300558953285e+08 3.025663450491792261e+01
2.903338268658834753e-04 5.873463290936977863e+08 2.078890772261642184e+01
2.932547446313961024e-04 5.871528232694796324e+08 1.747327096014767278e+01
2.962050484339578678e-04 5.877997449068890810e+08 2.856226651660070814e+01
2.991850339132419412e-04 5.879270084290046692e+08 3.074514990802165570e+01
3.021949996832188419e-04 5.877609800465958118e+08 2.789744741575282205e+01
3.052352473620797675e-04 5.870639936061962843e+08 1.595157982944563102e+01
3.083060816024607359e-04 5.867597161279703379e+08 1.074091806340966748e+01
3.114078101219701399e-04 5.873952041849879026e+08 2.162653363243790139e+01
3.145407437340249214e-04 5.873817619140564203e+08 2.139615178073636770e+01
3.177051963789960130e-04 5.873732860581885576e+08 2.125089009483511759e+01
3.209014851556663017e-04 5.870738262687857151e+08 1.612000632453195692e+01
3.241299303530064259e-04 5.870817008411195278e+08 1.625489416475000226e+01
3.273908554822708462e-04 5.872868187936112881e+08 1.976910870309136925e+01
3.306845873094145689e-04 5.874864728885539770e+08 2.319089185719350255e+01
3.340114558878371897e-04 5.874385292958134413e+08 2.236910173151321857e+01
3.373717945914571316e-04 5.872412565075148344e+08 1.898839984567959505e+01
3.407659401481178112e-04 5.869586591117442846e+08 1.414745206799495847e+01
3.441942326733289865e-04 5.866545843100683689e+08 8.941194726006598259e+00
3.476570157043498439e-04 5.861641169693521261e+08 5.492778437524599155e-01
3.511546362346130686e-04 5.861511860032514334e+08 3.281234333384874802e-01
3.546874447484954247e-04 5.868558960415741205e+08 1.238767862774722417e+01
3.582557952564392918e-04 5.872062147310549021e+08 1.838800091591033947e+01
3.618600453304267849e-04 5.865783601237241030e+08 7.636535036252196207e+00
3.655005561398100332e-04 5.862803399408650398e+08 2.537223235027130208e+00
3.691776924875035302e-04 5.871244418414778709e+08 1.698705960956526440e+01
3.728918228465397978e-04 5.875359364869037867e+08 2.403880634090515400e+01
3.766433193969919466e-04 5.874803855693378448e+08 2.308654679771981932e+01
3.804325580632686031e-04 5.869441304871164560e+08 1.389863690946640240e+01
3.842599185517856539e-04 5.861312986399464607e+08 -1.199461720321659541e-02
3.881257843890133382e-04 5.869320297544848919e+08 1.369140618489660710e+01
3.920305429599087220e-04 5.873836701084798574e+08 2.142885526147643560e+01
3.959745855467345808e-04 5.869718666925413609e+08 1.437364856210745501e+01
3.999583073682684326e-04 5.862551824650464058e+08 2.106881694619902490e+00
4.039821076194048655e-04 5.870156834675730467e+08 1.512410259983656147e+01
4.080463895111592371e-04 5.875974683781610727e+08 2.509369745297506427e+01
4.121515603110711729e-04 5.875748234724687338e+08 2.470546462365045670e+01
4.162980313840146948e-04 5.878270196176525354e+08 2.903005531277633366e+01
4.204862182334211064e-04 5.898087327306070328e+08 6.307651532203904310e+01
4.247165405429142527e-04 5.900438211900783777e+08 6.712301252452567724e+01
4.289894222183655305e-04 5.900436695073435307e+08 6.712040114163436044e+01
4.333052914303724959e-04 5.899287020030856133e+08 6.514130387135321598e+01
4.376645806571643213e-04 5.892329762413129807e+08 5.317302668338009397e+01
4.420677267279378452e-04 5.885331541982406378e+08 4.114853084881769973e+01
4.465151708666321799e-04 5.880704651821860075e+08 3.320635374545170038e+01
4.510073587361421513e-04 5.877753826654865742e+08 2.814444785981235952e+01
4.555447404829750680e-04 5.877678799513877630e+08 2.801577788628410914e+01
4.601277707823593329e-04 5.877262522278412580e+08 2.730190099338947718e+01
4.647569088838067919e-04 5.878457083304381371e+08 2.935059811639986549e+01
4.694326186571313162e-04 5.881849201435071230e+08 3.517042140781856574e+01
4.741553686389312055e-04 5.884447505793962479e+08 3.963057705869673697e+01
